Generation Loss_Best Loss_Average_Half
938 6222.59 6252.27
939 6222.59 6291.05
940 6222.59 6301.43
941 6222.59 6288.48
942 6222.59 6303.53
943 6222.59 6302.77
944 6222.59 6307.87
945 6222.59 6320.14
946 6222.59 6237.38
947 6222.59 6268.18
948 6222.59 6274.73
949 6222.59 6314.57
950 6222.59 6300.55
951 6222.59 6296.26
952 6222.59 6273.8
953 6222.59 6295.43
954 6222.59 6298.41
955 6222.59 6273.19
956 6222.59 6276.35
957 6222.59 6274.66
958 6222.59 6263.86
959 6222.59 6258.32
960 6222.59 6256.11
961 6222.59 6273.66
962 6222.59 6305.32
963 6222.59 6308.01
964 6222.59 6278.29
965 6222.59 6282.49
966 6222.59 6302.91
967 6222.59 6306.01
968 6222.59 6334.16
969 6222.59 6269.3
970 6222.59 6293.15
971 6222.59 6273.24
972 6222.59 6295.16
973 6222.59 6294.59
974 6222.59 6315.98
975 6222.59 6286.92
976 6222.59 6300.07
977 6222.59 6333.3
978 6222.59 6299.27
979 6222.59 6295.99
980 6222.59 6282.39
981 6222.59 6282.04
982 6222.59 6294.41
983 6222.59 6300.54
984 6222.59 6299.91
985 6222.59 6308.88
986 6222.59 6329.15
987 6222.59 6296.11
988 6222.59 6300.73
989 6222.59 6258.24
990 6222.59 6251.16
991 6222.59 6271.2
992 6222.59 6272.35
993 6222.59 6248.32
994 6222.59 6253.41
995 6222.59 6277.58
996 6222.59 6284.75
997 6222.59 6250
998 6222.59 6270.39
999 6222.59 6280.11
1000 6222.59 6260.56
