# BLOCK     VELOCITY     AVE_POFV     CUM_AVG_POFV     ERROR
          20    0.460426    0.164924    0.142969  0.00695218
          20    0.613901    0.319109    0.211219   0.0101322
          20    0.767376    0.296887     0.29492   0.0112325
          20    0.920851    0.378575    0.372129  0.00965865
          20     1.07433    0.451112    0.455483   0.0151004
          20      1.2278    0.495174    0.494324   0.0149737
          20     1.38128    0.444657    0.513681   0.0108986
          20     1.53475    0.358927    0.503321   0.0189094
          20     1.68823    0.318606    0.471132   0.0128839
          20      1.8417    0.359812    0.432809   0.0150865
          20     1.99518    0.543237    0.401601   0.0153831
          20     2.14865    0.366971    0.370794   0.0153612
          20     2.30213    0.414552    0.346669   0.0185314
          20      2.4556      0.3795    0.303333   0.0109426
          20     2.60908    0.296726    0.247312  0.00804246
          20     2.76255    0.186442     0.19778   0.0101371
          20     2.91603    0.163516    0.176835   0.0119023
          20      3.0695   0.0911999    0.122945  0.00982443
          20     3.22298   0.0783092    0.100552  0.00903212
          20     3.37645   0.0951012   0.0689087  0.00656943
          20     3.52993   0.0613965   0.0600019  0.00625677
          20      3.6834    0.017878   0.0329707  0.00447856
          20     3.83688   0.0162692   0.0267325   0.0042324
          20     3.99035  0.00448458   0.0173782  0.00301224
          20     4.14383 0.000522866    0.014048  0.00318198
          20     4.29731   0.0272091   0.0126493  0.00298697
          20     4.45078   0.0186422  0.00780176  0.00220756
