Generation Loss_Best Loss_Average_Half
480 7104.29 7159.39
481 7104.29 7182.43
482 7104.29 7178.9
483 7104.29 7160.35
484 7104.29 7155
485 7104.29 7163.76
486 7104.29 7215.1
487 7104.29 7214.49
488 7104.29 7155.59
489 7104.29 7155.76
490 7104.29 7145.85
491 7104.29 7140.58
492 7104.29 7159.54
493 7104.29 7138.87
494 7104.29 7128.75
495 7104.29 7149.8
496 7104.29 7142.27
497 7104.29 7167.59
498 7104.29 7170.19
499 7079.58 7145.58
500 7079.58 7212.38
501 7079.58 7244.44
502 7076.95 7282.55
503 7076.95 7354.7
504 7076.95 7300.79
505 7076.95 7232.65
506 7076.95 7182.8
507 7076.95 7170.96
508 7076.95 7136.51
509 7076.95 7169.94
510 7076.95 7143.88
511 7076.95 7136.43
512 7076.95 7149.08
513 7076.95 7151.98
514 7076.95 7170.95
515 7076.95 7166.34
516 7076.95 7123.69
517 7076.95 7180.65
518 7076.95 7158.29
519 7076.95 7181.47
520 7076.95 7154.15
521 7076.95 7162.29
522 7076.95 7200.02
523 7076.95 7194.13
524 7076.95 7156.05
525 7076.95 7173.03
526 7064.46 7163.71
527 7064.46 7162.08
528 7063.25 7141.72
529 7063.25 7190.84
530 7063.25 7179.31
531 7063.25 7182.63
532 7063.25 7164.38
533 7063.25 7127.82
534 7063.25 7118.5
535 7063.25 7150.86
536 7063.25 7110.53
537 7063.25 7115.02
538 7053.13 7131.63
539 7053.13 7122.7
540 7053.13 7122
541 7053.13 7116.45
542 7053.13 7108.68
543 7053.13 7094.65
544 7053.13 7105.91
545 7053.13 7121.82
546 7053.13 7088.64
547 7053.13 7108.41
548 7053.13 7120.56
549 7053.13 7120.74
550 7053.13 7114.29
551 7053.13 7163.82
552 7053.13 7115.41
553 7053.13 7145.79
554 7053.13 7140.71
555 7053.13 7142.55
556 7053.13 7147.57
557 7053.13 7122.39
558 7053.13 7095.68
559 7053.13 7108.94
560 7053.13 7134.08
561 7053.13 7139.65
562 7018.12 7116.3
563 7018.12 7127.46
564 7018.12 7287.75
565 7018.12 7543.34
566 7018.12 7503.53
567 7018.12 7323.63
568 7018.12 7261.89
569 7018.12 7198.72
570 7018.12 7147.39
571 7018.12 7120.98
572 7018.12 7146.11
573 7018.12 7134.66
574 7018.12 7105.22
575 7018.12 7094.98
576 7018.12 7083.07
577 7018.12 7070.94
578 7018.12 7101.69
579 7018.12 7073.81
580 7018.12 7060.06
581 7005.73 7047.39
582 7005.73 7167.91
583 7005.73 7397.03
584 7005.73 7524.1
585 7005.73 7566.69
586 7005.73 7502.18
587 7005.73 7441.66
588 7005.73 7245.84
589 7005.73 7147.45
590 7005.73 7143.76
591 7005.73 7167.66
592 7005.73 7153.86
593 7005.73 7148.91
594 7005.73 7148.91
595 7005.73 7128.07
596 7005.73 7088.12
597 7005.73 7040
598 7005.73 7032.86
599 7005.73 7035.78
600 7005.73 7061
601 7005.73 7053.74
602 7005.73 7049.02
603 7005.73 7030.93
604 7005.73 7025.88
605 7005.73 7043.01
606 7005.73 7100.12
607 7005.73 7098.62
608 7005.73 7130.62
609 7005.73 7155.57
610 7005.73 7109.79
611 7005.73 7056.49
612 7005.73 7041.74
613 7005.73 7115.89
614 7005.73 7076.5
615 7005.73 7062.65
616 7005.73 7077.69
617 7005.73 7120.21
618 7005.73 7084.18
619 7005.73 7039.76
620 7005.73 7076.67
621 7005.73 7085.45
622 7005.73 7059.9
623 7005.73 7048.47
624 7005.73 7068.05
625 7005.73 7030.38
626 7005.73 7077.56
627 7005.73 7066.1
628 7005.73 7064.08
629 7005.73 7076.43
630 7005.73 7043.56
631 7005.73 7073.25
632 7005.73 7035
633 7005.73 7063.56
634 7005.73 7060.08
635 7005.73 7080.61
636 7005.73 7046.12
637 7005.73 7045.47
638 7005.73 7053.38
639 7005.73 7067.15
640 7005.73 7107.18
641 6998.86 7147.47
642 6998.86 7165.28
643 6998.86 7299.55
644 6998.86 7464.82
645 6998.86 7464.25
646 6998.86 7347.72
647 6998.86 7187.28
648 6998.86 7151.63
649 6998.86 7135.18
650 6998.86 7081.69
651 6998.86 7067.54
652 6998.86 7071.54
653 6998.86 7072.77
654 6998.86 7088.46
655 6998.86 7083.15
656 6998.86 7071.63
657 6998.86 7043.02
658 6998.86 7016.67
659 6998.86 7032.89
660 6998.86 7058.73
661 6998.86 7109.03
662 6998.86 7127.61
663 6998.86 7094.05
664 6998.86 7063.11
665 6998.86 7055.79
666 6998.86 7038.87
667 6998.86 7040.52
668 6998.86 7038.39
669 6998.86 7058.12
670 6998.86 7034.95
671 6998.86 7062.57
672 6998.86 7026.89
673 6998.86 7027.53
674 6998.86 7048.96
675 6998.86 7080.43
676 6998.86 7082.18
677 6998.86 7067
678 6998.86 7065.56
679 6998.86 7049.69
680 6998.86 7038.87
681 6998.86 7049.2
682 6998.86 7058.55
683 6998.86 7065.36
684 6998.86 7042.91
685 6998.86 7040.6
686 6998.86 7047.41
687 6998.86 7053.51
688 6998.86 7034.9
689 6998.86 7019.4
690 6998.86 7035.03
691 6998.86 7095.56
692 6998.86 7082.65
693 6998.86 7045.66
694 6998.86 7062.59
695 6998.86 7069.34
696 6998.86 7047.47
697 6998.86 7037.43
698 6998.86 7098.3
699 6998.86 7057.62
700 6998.86 7061.4
701 6998.86 7034.4
702 6998.86 7053.68
703 6998.86 7053.84
704 6998.86 7052.76
705 6998.86 7057.93
706 6998.86 7049.29
707 6998.86 7045.72
708 6998.86 7030.5
709 6998.86 7060.5
710 6998.86 7055.82
711 6998.86 7077.91
712 6998.86 7058.36
713 6998.86 7092.75
714 6998.86 7061.93
715 6998.86 7047.76
716 6998.86 7046.23
717 6998.86 7037.07
718 6998.86 7028.35
719 6998.86 7023.1
720 6998.86 7055.86
721 6998.86 7051.84
722 6998.86 7046.79
723 6998.86 7042.27
724 6998.86 7078.9
725 6998.86 7085.19
726 6998.86 7030.7
727 6998.86 7022.49
728 6998.86 7018.98
729 6998.86 7024.17
730 6998.86 7044.31
731 6998.86 7033.35
732 6998.86 7058
733 6998.86 7043.69
734 6998.86 7054.77
735 6998.86 7068.45
736 6998.86 7087.52
737 6998.86 7065.46
738 6998.86 7088.09
739 6998.86 7080.31
740 6998.86 7095.55
741 6998.86 7064.63
742 6998.86 7050.23
743 6998.86 7055.02
744 6998.86 7064.19
745 6998.86 7092.44
746 6998.86 7093.63
747 6998.86 7089.92
748 6998.86 7063.28
749 6998.86 7086.29
750 6998.86 7079.62
751 6998.86 7055.76
752 6998.86 7071.95
753 6998.86 7074.39
754 6998.86 7066.72
755 6998.86 7080.21
756 6998.86 7048.68
757 6998.86 7054.9
758 6998.86 7079.09
759 6998.86 7056.15
760 6998.86 7080.52
761 6998.86 7078.28
762 6998.86 7042.4
763 6998.86 7052.11
764 6998.86 7050.89
765 6998.86 7065.43
766 6998.86 7032.63
767 6998.86 7020.69
768 6998.86 7026.37
769 6998.86 7039.1
770 6998.86 7053.28
771 6998.86 7063.27
772 6998.86 7054.14
773 6998.86 7065.92
774 6998.86 7049.39
775 6998.86 7060.53
776 6998.86 7042.07
777 6997.96 7015.89
778 6997.96 7081.77
779 6997.96 7302.15
780 6995.25 7590.77
781 6995.25 7629.18
782 6995.25 7645.82
783 6995.25 7735.55
784 6995.25 7573.96
785 6995.25 7355.66
786 6995.25 7283.29
787 6995.25 7145.82
788 6995.25 7152.77
789 6995.25 7071.33
790 6995.25 7095.85
791 6995.25 7062.46
792 6995.25 7071.15
793 6995.25 7076.81
794 6995.25 7068.91
795 6995.25 7057.52
796 6995.25 7021.49
797 6970.45 7038.04
798 6970.45 7060.59
799 6970.45 7040.78
800 6970.45 7067.52
801 6970.45 7107.74
802 6970.45 7103.16
803 6970.45 7084.19
804 6970.45 7081.09
805 6970.45 7057.09
806 6970.45 7023.8
807 6970.45 7023.02
808 6970.45 7030.13
809 6970.45 7036.56
810 6970.45 7041.01
811 6970.45 7039.26
812 6970.45 6999.89
